City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Aykhal,RU,66.0,111.5,51.66,86,16,2.24,few clouds
350,Nador,MA,35.174,-2.9287,82.47,65,0,0.0,light rain
351,Miraflores,MX,19.2167,-98.8083,70.45,57,99,3.18,overcast clouds
352,Bangassou,CF,4.7413,22.8184,68.92,96,100,1.7,light rain
353,Labuhan,ID,-6.8844,112.2051,78.51,89,45,7.27,scattered clouds
354,Airai,TL,-8.9266,125.4092,57.33,94,100,4.68,overcast clouds
355,Santa Rosa,PH,14.3122,121.1114,80.58,88,100,2.73,overcast clouds
356,Luanda,AO,-8.8368,13.2343,69.8,83,20,9.22,few clouds
357,Santa Marinella,IT,42.0345,11.8536,76.91,60,0,8.43,clear sky
358,Faanui,PF,-16.4833,-151.75,79.16,73,62,11.3,light rain
359,Fukue,JP,32.6881,128.8419,77.65,97,91,11.65,light rain
360,Alta Floresta,BR,-9.8756,-56.0861,87.82,28,66,4.21,broken clouds
361,Broken Hill,AU,-31.95,141.4333,37.18,94,0,12.8,clear sky
362,Trybukhivtsi,UA,49.0436,25.4581,67.48,78,64,6.87,broken clouds
363,Ambanja,MG,-13.6833,48.45,68.25,75,32,3.24,scattered clouds
364,Armacao De Pera,PT,37.1026,-8.357,70.09,71,0,10.63,clear sky
365,Nelson Bay,AU,-32.7167,152.15,63.0,78,100,14.52,light rain
366,Aljezur,PT,37.3191,-8.8033,63.66,96,6,8.03,clear sky
367,Rio Tuba,PH,8.5061,117.4317,81.63,76,100,1.43,overcast clouds
368,Gigmoto,PH,13.7796,124.39,79.07,84,100,2.77,overcast clouds
369,Aden,YE,12.7794,45.0367,85.35,78,50,6.76,scattered clouds
370,Coihaique,CL,-45.5752,-72.0662,37.35,87,75,3.44,light intensity shower rain
371,Madang,PG,-5.2246,145.7966,75.15,90,100,4.21,overcast clouds
372,Tabio,CO,4.9173,-74.0936,62.2,79,74,3.69,broken clouds
373,Vostok,RU,46.4856,135.8833,63.34,96,85,2.48,overcast clouds
374,Ginda,IN,30.6945,78.4932,69.21,92,99,1.16,overcast clouds
375,Bohmte,DE,52.3667,8.3167,62.15,71,0,5.5,clear sky
376,Axim,GH,4.8699,-2.2405,76.59,85,44,8.16,scattered clouds
377,Kui Buri,TH,12.0828,99.8543,78.84,85,100,8.77,overcast clouds
378,Forio,IT,40.7342,13.8646,84.52,78,0,6.76,clear sky
379,Beloha,MG,-25.1667,45.05,61.68,92,0,4.29,clear sky
380,Cap Malheureux,MU,-19.9842,57.6142,68.47,74,77,1.99,broken clouds
381,Rocha,UY,-34.4833,-54.3333,54.84,99,100,1.45,overcast clouds
382,Mafinga,TZ,-7.25,35.0667,62.04,63,3,3.98,clear sky
383,Yar-Sale,RU,66.8333,70.8333,49.14,84,100,8.57,light rain
384,Manono,CD,-7.3,27.4167,71.98,39,26,2.53,scattered clouds
385,Pennagaram,IN,12.1333,77.9,74.34,75,100,7.25,overcast clouds
386,Inhambane,MZ,-23.865,35.3833,67.1,84,0,5.5,clear sky
387,Havelock,US,34.8791,-76.9013,86.0,65,75,13.8,broken clouds
388,Chuy,UY,-33.6971,-53.4616,56.32,99,100,3.89,overcast clouds
389,Samarai,PG,-10.6167,150.6667,81.25,82,65,13.8,broken clouds
390,Ankpa,NG,7.3706,7.6253,70.12,98,84,5.75,light rain
391,Rassvet,RU,46.8333,40.75,69.31,69,11,0.67,few clouds
392,Cururupu,BR,-1.8283,-44.8683,75.7,88,26,3.22,scattered clouds
393,Bathsheba,BB,13.2167,-59.5167,84.81,82,40,17.27,scattered clouds
394,Soyo,AO,-6.1349,12.3689,70.54,87,1,9.93,clear sky
395,Aguimes,ES,27.9054,-15.4461,69.66,68,20,20.71,few clouds
396,Nsunga,TZ,-1.1439,31.3947,59.31,64,81,2.15,broken clouds
397,Ingham,US,42.6,-84.3833,88.02,47,0,12.66,clear sky
398,Garowe,SO,8.4054,48.4845,78.42,53,24,27.92,few clouds
399,Konevo,RU,62.1215,39.3192,62.6,66,0,5.01,clear sky
400,Byron Bay,AU,-28.65,153.6167,49.95,93,100,3.47,light rain
401,Bandundu,CD,-3.3167,17.3667,80.78,36,0,3.27,clear sky
402,Khovu-Aksy,RU,51.1333,93.6,48.94,53,0,4.29,clear sky
403,Merauke,ID,-8.4667,140.3333,77.2,89,97,12.37,overcast clouds
404,Muswellbrook,AU,-32.2667,150.9,54.32,95,100,7.18,overcast clouds
405,Barmer,IN,25.75,71.3833,86.77,62,19,5.77,few clouds
406,Luganville,VU,-15.5333,167.1667,79.02,86,45,13.15,scattered clouds
407,Sechura,PE,-5.5569,-80.8222,74.1,58,39,17.07,scattered clouds
408,Kolokani,ML,13.5728,-8.0339,88.05,45,37,7.36,scattered clouds
409,Muisne,EC,0.6,-80.0333,74.25,88,100,14.7,overcast clouds
410,Maragogi,BR,-9.0122,-35.2225,75.09,85,22,16.24,few clouds
411,Sobolevo,RU,54.4299,31.8996,63.5,89,93,3.13,overcast clouds
412,La Rioja,ES,42.25,-2.5,56.98,94,1,3.96,clear sky
413,Alice Springs,AU,-23.7,133.8833,29.75,86,0,6.91,clear sky
414,Macroom,IE,51.9,-8.95,55.47,88,3,5.19,clear sky
415,High Rock,BS,26.6208,-78.2833,84.22,74,6,13.58,clear sky
416,Denpasar,ID,-8.65,115.2167,80.26,94,75,10.36,broken clouds
417,Muscat,OM,23.6139,58.5922,89.62,81,100,14.38,overcast clouds
418,Jiuquan,CN,39.7432,98.5174,69.71,31,0,4.94,clear sky
419,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,82.87,81,71,0.94,broken clouds
420,Marovoay,MG,-16.1,46.6333,67.59,69,0,6.15,clear sky
421,Seddon,AU,-37.8068,144.8916,50.86,94,100,5.75,fog
422,Barra Do Garcas,BR,-15.89,-52.2567,82.98,34,0,5.75,clear sky
423,Mukhen,RU,48.1,136.1,67.77,94,97,3.27,overcast clouds
424,Rauma,FI,61.1272,21.5113,62.64,87,4,8.66,clear sky
425,Marawi,PH,7.9986,124.2928,69.33,92,100,2.53,overcast clouds
426,Gat,IL,31.61,34.7642,79.48,63,0,5.84,clear sky
427,Laguna,US,38.421,-121.4238,88.43,43,0,11.5,clear sky
428,Kruisfontein,ZA,-34.0033,24.7314,48.88,90,0,4.09,clear sky
429,Cabatuan,PH,10.8794,122.486,76.8,90,100,3.06,overcast clouds
430,Tremedal,BR,-14.9758,-41.4108,71.28,60,58,8.34,broken clouds
431,Broome,US,42.2506,-75.833,84.6,47,75,3.44,broken clouds
432,Kikuyu,KE,-1.2458,36.6633,56.68,72,70,4.74,broken clouds
433,Timmins,CA,48.4669,-81.3331,76.82,31,75,2.3,broken clouds
434,Bakchar,RU,57.0186,82.0711,52.72,97,100,5.39,overcast clouds
435,Baruun-Urt,MN,46.6806,113.2792,62.64,85,71,10.96,light rain
436,Coahuayana,MX,18.7333,-103.6833,87.49,73,99,8.05,overcast clouds
437,Kostino,RU,58.9097,53.2691,46.67,82,100,3.49,overcast clouds
438,Bahia Blanca,AR,-38.7196,-62.2724,50.5,27,0,8.05,clear sky
439,Smithers,CA,54.7804,-127.1743,77.32,31,75,4.61,broken clouds
440,Easthampton,US,42.2668,-72.669,86.45,32,0,13.8,clear sky
441,Jacareacanga,BR,-6.2222,-57.7528,80.74,70,97,3.49,overcast clouds
442,Solenzo,BF,12.1833,-4.0833,85.48,53,41,6.85,light rain
443,Millinocket,US,45.6573,-68.7098,71.71,40,20,10.36,few clouds
444,Nara,JP,34.6851,135.8049,76.5,76,100,2.64,light rain
445,Muriwai Beach,NZ,-36.8167,174.45,54.86,97,100,6.17,light rain
446,Henties Bay,NA,-22.116,14.2845,56.03,88,0,8.66,clear sky
447,Bayana,IN,26.9,77.2833,91.92,54,92,4.7,overcast clouds
448,Kashmor,PK,28.4333,69.5833,92.35,55,59,12.08,broken clouds
449,Mahon,ES,39.8885,4.2658,77.56,94,0,6.91,clear sky
450,Karaton,ID,-6.3424,106.1045,74.03,95,84,1.66,broken clouds
451,Guasave,MX,25.5667,-108.45,99.05,49,2,5.99,clear sky
452,Leningradskiy,RU,69.3833,178.4167,48.52,71,87,4.18,overcast clouds
453,Waipawa,NZ,-41.4122,175.5153,50.4,78,100,10.2,overcast clouds
454,Evensk,RU,61.95,159.2333,55.38,72,97,1.3,overcast clouds
455,Kholodnyy,RU,62.7167,147.95,68.68,48,26,4.07,scattered clouds
456,Aller,ES,43.1187,-5.5839,54.19,94,82,4.29,broken clouds
457,Tygda,RU,53.1167,126.3333,69.3,85,17,5.01,few clouds
458,Jiazi,CN,22.8779,116.067,79.74,91,100,11.83,overcast clouds
459,Korla,CN,41.7597,86.1469,82.31,22,0,2.86,clear sky
460,Logten,DK,56.2746,10.3118,56.71,87,20,10.36,few clouds
461,Lower Hutt,NZ,-41.2167,174.9167,56.32,87,100,19.57,overcast clouds
462,Leoben,AT,47.3461,15.1257,59.94,98,100,3.38,light rain
463,Ganzhou,CN,28.8184,115.4327,78.15,93,100,2.33,moderate rain
464,Teguise,ES,29.0605,-13.564,68.22,73,20,16.11,few clouds
465,Brownsville,US,25.9018,-97.4975,96.1,54,20,18.41,few clouds
466,Ruwi,OM,23.5996,58.5507,89.29,80,100,13.4,overcast clouds
467,Okhotsk,RU,59.3833,143.3,57.79,80,92,12.28,overcast clouds
468,Olga,RU,43.7444,135.2892,61.54,97,98,5.14,light rain
469,Beringovskiy,RU,63.05,179.3167,44.62,97,100,4.16,overcast clouds
470,La Plata,AR,-34.9215,-57.9545,53.04,95,100,6.22,overcast clouds
471,Saint Anthony,US,45.0205,-93.218,82.85,73,100,8.05,overcast clouds
472,Vao,NC,-22.6667,167.4833,74.12,76,99,17.92,overcast clouds
473,Ronne,DK,55.1009,14.7066,64.31,77,73,11.5,broken clouds
474,Kavieng,PG,-2.5744,150.7967,81.93,81,100,13.85,light rain
475,Trincomalee,LK,8.5711,81.2335,81.63,76,100,22.03,overcast clouds
476,Santa Barbara,US,34.7333,-120.0343,75.9,45,0,18.41,clear sky
477,Huilong,CN,31.8111,121.655,79.93,94,98,9.95,overcast clouds
478,Fonte Boa,BR,-2.4959,-66.2662,74.77,95,87,5.66,overcast clouds
479,Birjand,IR,32.8663,59.2211,73.87,23,0,13.8,sand
480,Vanimo,PG,-2.6741,141.3028,77.45,87,92,2.91,overcast clouds
481,Karatau,KZ,43.1667,70.4667,64.65,61,100,27.76,overcast clouds
482,Tambura,SS,5.6,27.4667,68.81,85,99,3.02,overcast clouds
483,Half Moon Bay,US,37.4636,-122.4286,83.88,65,75,9.22,broken clouds
484,Takoradi,GH,4.8845,-1.7554,75.38,89,54,7.78,light rain
485,Sunyani,GH,7.3399,-2.3268,70.92,96,79,5.1,broken clouds
486,Caldwell,US,43.6629,-116.6874,80.64,35,0,10.36,clear sky
487,Svetlogorsk,BY,52.6333,29.7333,68.94,64,25,4.61,scattered clouds
488,Padang,ID,-0.9492,100.3543,76.73,90,99,5.1,overcast clouds
489,La Macarena,CO,2.1837,-73.7849,78.57,87,61,3.15,broken clouds
490,Qui Nhon,VN,13.7667,109.2333,80.82,76,99,4.9,overcast clouds
491,Graaff-Reinet,ZA,-32.2522,24.5308,55.92,53,3,3.47,clear sky
492,Meadow Lake,US,34.8014,-106.5436,89.67,37,61,4.88,broken clouds
493,Myitkyina,MM,25.3833,97.4,75.76,98,97,1.34,overcast clouds
494,Izhma,RU,65.0083,53.9113,57.9,55,7,5.37,clear sky
495,Sylva,RU,58.0348,56.7635,43.97,88,86,3.83,overcast clouds
496,Kenai,US,60.5544,-151.2583,67.03,78,20,9.22,few clouds
497,Aksu,CN,41.1231,80.2644,82.81,24,0,4.94,clear sky
498,Kushima,JP,31.4583,131.2333,77.63,94,100,7.23,moderate rain
499,Kongolo,CD,-5.3833,27.0,72.66,40,18,2.3,few clouds
500,Wilmington,US,34.2257,-77.9447,84.11,78,75,9.22,broken clouds
501,San Borja,BO,-14.8167,-66.85,90.88,37,83,3.96,broken clouds
502,Terrace,CA,54.5163,-128.6035,85.91,30,75,10.36,broken clouds
503,Yerbogachen,RU,61.2767,108.0108,57.79,76,100,1.66,overcast clouds
504,Touros,BR,-5.1989,-35.4608,76.12,86,67,9.53,broken clouds
505,Port Blair,IN,11.6667,92.75,77.04,100,100,2.3,light rain
506,Aligudarz,IR,33.4006,49.6949,66.45,50,0,5.59,clear sky
507,Jardim De Piranhas,BR,-6.3786,-37.3519,81.84,59,97,17.58,overcast clouds
508,Portland,US,45.5234,-122.6762,76.6,54,40,5.75,scattered clouds
509,Thinadhoo,MV,0.5333,72.9333,81.41,76,78,4.85,broken clouds
510,Belaya Gora,RU,68.5333,146.4167,72.27,48,100,13.89,overcast clouds
511,Acapulco,MX,16.8634,-99.8901,85.82,66,100,13.8,overcast clouds
512,Aquiraz,BR,-3.9014,-38.3911,80.69,88,49,9.93,scattered clouds
513,Chunoyar,RU,57.4467,97.3217,57.7,77,95,1.63,overcast clouds
514,Maceio,BR,-9.6658,-35.7353,76.44,78,100,9.22,overcast clouds
515,Aitape,PG,-3.1374,142.3475,76.98,90,95,3.89,overcast clouds
516,Inuvik,CA,68.3499,-133.7218,86.86,32,40,4.61,smoke
517,Juba,SS,4.8517,31.5825,70.79,76,19,3.22,few clouds
518,Solnechnyy,RU,50.7214,136.6319,70.52,74,48,3.74,scattered clouds
519,Anadyr,RU,64.75,177.4833,48.7,87,75,6.71,light rain
520,Batemans Bay,AU,-35.7167,150.1833,53.1,70,100,10.94,overcast clouds
521,Qorveh,IR,35.1664,47.8045,58.77,59,0,7.78,clear sky
522,Ban Nahin,LA,18.2418,104.2122,75.92,99,100,2.37,overcast clouds
523,Barabinsk,RU,55.3571,78.357,59.07,84,100,14.45,light rain
524,Mayo,US,38.8876,-76.5119,90.52,44,52,3.0,broken clouds
525,Mar Del Plata,AR,-38.0023,-57.5575,52.09,76,20,0.0,few clouds
526,Southbridge,US,42.0751,-72.0334,84.38,42,51,1.99,broken clouds
527,Kloulklubed,PW,7.0419,134.2556,73.9,76,100,2.95,overcast clouds
528,Beyneu,KZ,45.3167,55.2,68.58,66,30,15.05,moderate rain
529,Coromandel,BR,-18.4733,-47.2003,65.34,38,0,4.94,clear sky
530,Lesnoye,RU,58.2841,35.5158,60.85,93,93,2.39,overcast clouds
531,Murud,IN,18.3258,72.965,79.65,88,100,14.38,overcast clouds
532,Alice,US,27.7523,-98.0697,98.49,47,20,18.41,few clouds
533,Wajima,JP,37.4,136.9,74.23,90,100,2.01,overcast clouds
534,Kupang,ID,-10.1667,123.5833,74.75,73,55,15.59,broken clouds
535,Mugur-Aksy,RU,50.35,90.5,47.32,63,76,4.05,broken clouds
536,Riberalta,BO,-10.9833,-66.1,91.6,52,20,0.0,few clouds
537,Eureka,US,40.8021,-124.1637,72.68,83,100,5.01,overcast clouds
538,Aguas Verdes,PE,-3.4814,-80.245,73.67,78,75,6.91,broken clouds
539,Sakakah,SA,29.9697,40.2064,83.77,15,4,8.75,clear sky
540,Port-Gentil,GA,-0.7193,8.7815,75.16,83,40,10.36,scattered clouds
541,Nanfeng,CN,23.7434,111.7959,75.63,98,100,0.89,overcast clouds
542,Belle Glade,US,26.6845,-80.6676,93.02,61,40,7.23,scattered clouds
543,Thohoyandou,ZA,-22.9456,30.485,61.12,56,0,1.7,clear sky
544,Hervey Bay,AU,-25.2986,152.8535,52.02,95,100,8.99,overcast clouds
545,Salamanca,ES,40.8333,-6.0,72.99,41,1,5.28,clear sky
546,Selizharovo,RU,56.8519,33.4487,62.56,97,51,3.27,broken clouds
547,Khani,GE,41.9563,42.9566,56.77,93,35,3.24,scattered clouds
548,Soe,ID,-9.8607,124.284,62.2,95,98,4.21,overcast clouds
549,Atambua,ID,-9.1061,124.8925,71.01,84,82,8.5,broken clouds
550,Huittinen,FI,61.1833,22.7,63.41,87,99,4.99,overcast clouds
551,Ullapool,GB,57.8987,-5.1604,53.35,92,60,14.61,broken clouds
552,Balsta,SE,59.5671,17.5278,60.89,70,88,5.73,overcast clouds
553,Huancabamba,PE,-5.2386,-79.4506,62.53,78,98,3.33,light rain
554,Zhezkazgan,KZ,47.8043,67.7144,60.12,66,74,15.77,broken clouds
555,Busca,IT,44.5181,7.4743,73.9,93,2,1.14,clear sky
556,Jucas,BR,-6.5253,-39.5275,80.24,55,100,5.66,overcast clouds
557,Basco,PH,20.4487,121.9702,84.38,75,100,10.0,overcast clouds
558,Zaysan,KZ,47.4667,84.8667,71.53,38,94,5.66,light rain
559,Cobija,BO,-11.0267,-68.7692,92.53,36,44,0.29,scattered clouds
560,Poso,ID,-1.3959,120.7524,77.25,80,45,4.32,scattered clouds
561,Talcahuano,CL,-36.7167,-73.1167,53.28,71,40,8.05,scattered clouds
562,Baculin,PH,7.4525,126.5842,77.54,85,97,4.52,overcast clouds
563,Pitimbu,BR,-7.4706,-34.8086,73.99,85,97,17.85,overcast clouds
564,Kovrov,RU,56.3572,41.3192,59.86,63,6,1.72,clear sky
565,Kalaleh,IR,37.3807,55.4916,71.2,64,75,9.22,dust
566,Leh,IN,34.1667,77.5833,66.78,47,100,4.07,overcast clouds
567,Carutapera,BR,-1.195,-46.02,77.99,82,18,7.52,few clouds
568,Uri,IN,34.0833,74.0333,74.95,94,93,3.02,overcast clouds
569,Westport,US,41.1415,-73.3579,86.99,42,0,13.8,clear sky
570,Saldanha,ZA,-33.0117,17.9442,46.45,82,0,15.32,clear sky
571,Awbari,LY,26.5921,12.7805,85.75,19,0,8.61,clear sky
572,Dickinson,US,29.4608,-95.0513,99.12,64,40,12.66,scattered clouds
573,Statesboro,US,32.4488,-81.7832,85.78,62,75,4.61,broken clouds
574,Freeport,US,40.6576,-73.5832,87.98,47,0,12.66,clear sky
575,Tezu,IN,27.9167,96.1667,77.41,92,80,2.53,broken clouds
576,Hailey,US,43.5196,-114.3153,79.88,25,40,5.75,scattered clouds
577,Pimentel,PE,-6.8367,-79.9342,68.29,68,0,18.41,clear sky
578,Tornio,FI,65.8481,24.1466,62.62,85,100,6.26,overcast clouds
579,Loreto,MX,22.2667,-101.9667,82.29,29,23,14.52,few clouds
580,Ust-Karsk,RU,52.7011,118.8077,67.23,91,100,2.93,overcast clouds
581,Bereznik,RU,62.8551,42.7072,61.75,70,2,5.19,clear sky
582,El Campo,US,29.1966,-96.2697,97.83,38,40,11.5,scattered clouds
583,Hovd,MN,48.0056,91.6419,59.45,33,95,2.46,overcast clouds
584,Barranca,PE,-10.75,-77.7667,64.74,74,63,10.8,broken clouds
585,Heihe,CN,50.2441,127.4902,70.38,94,96,3.24,overcast clouds
586,Kedrovyy,RU,56.1667,91.8167,45.01,94,8,3.49,clear sky
587,Koupela,BF,12.1794,-0.3517,86.27,50,55,10.96,light rain
588,Xuddur,SO,4.1213,43.8894,73.94,65,95,17.34,overcast clouds
589,Junction City,US,39.0286,-96.8314,97.56,48,0,18.41,clear sky
590,La Palma,US,33.8464,-118.0467,88.86,59,20,9.22,few clouds
591,Arlit,NE,18.7369,7.3853,91.78,9,33,4.81,scattered clouds
592,Yambio,SS,4.5721,28.3955,67.82,86,26,2.3,scattered clouds
593,Luwuk,ID,-0.9516,122.7875,76.21,89,57,5.46,light rain
594,Wanning,CN,18.8003,110.3967,80.71,91,100,7.7,overcast clouds
595,Urdoma,RU,61.7533,48.5442,52.09,68,86,4.61,overcast clouds
596,Lander,US,42.833,-108.7307,93.11,8,0,18.41,clear sky
597,Big Rapids,US,43.6981,-85.4837,86.09,44,0,4.61,clear sky
598,Porto Velho,BR,-8.7619,-63.9039,91.45,49,20,5.75,few clouds
599,Puerto Montt,CL,-41.4698,-72.9447,45.43,100,100,19.57,moderate rain
600,Taybad,IR,34.74,60.7756,70.52,27,5,24.9,clear sky
601,Bamiantong,CN,44.9333,130.5333,72.57,87,4,2.68,clear sky
602,Aranos,NA,-24.1333,19.1167,59.65,34,44,15.9,scattered clouds
603,Nalut,LY,30.3333,10.85,87.6,27,0,15.57,clear sky
604,Aksarka,RU,66.5606,67.7975,50.22,80,100,13.6,overcast clouds
605,Kiama,AU,-34.6833,150.8667,57.99,92,100,21.61,moderate rain
606,Yaan,NG,7.3833,8.5667,71.15,92,62,4.97,broken clouds
607,Port Augusta,AU,-32.5,137.7667,41.61,85,0,5.35,clear sky
608,Kavaratti,IN,10.5669,72.642,82.04,80,100,21.5,overcast clouds
609,Thanh Hoa,VN,19.8,105.7667,81.41,78,100,3.71,overcast clouds
610,Batagay-Alyta,RU,67.8006,130.4114,68.86,43,75,23.78,broken clouds
611,Kendari,ID,-3.945,122.4989,73.36,95,79,3.24,broken clouds
612,Takhtamygda,RU,54.1,123.5667,67.28,96,78,4.61,broken clouds
613,Grand Gaube,MU,-20.0064,57.6608,70.2,74,84,1.99,broken clouds
614,Manaure,CO,11.7751,-72.4445,87.58,60,21,22.95,few clouds
615,Povenets,RU,62.8487,34.8262,61.65,94,90,4.83,overcast clouds
616,Pingliang,CN,35.5392,106.6861,69.4,61,100,5.37,overcast clouds
617,Terrace Bay,CA,48.7834,-87.1,50.79,99,100,5.17,light rain
618,Conceicao Da Barra,BR,-18.5933,-39.7322,70.0,87,2,5.17,clear sky
619,Stornoway,GB,58.2093,-6.3865,52.93,83,100,12.66,overcast clouds
620,Tanete,ID,-3.9443,119.7848,72.59,98,67,4.38,broken clouds
621,Xai-Xai,MZ,-25.0519,33.6442,63.95,90,0,6.33,clear sky
622,Kingisepp,RU,59.3733,28.6134,62.38,92,100,3.4,overcast clouds
623,Bichura,RU,50.5881,107.6022,57.34,76,79,1.19,broken clouds
624,Greer,US,34.9387,-82.2271,91.31,64,75,5.01,broken clouds
625,Kinablangan,PH,7.6947,126.5503,78.21,83,93,4.32,overcast clouds
626,San Angelo,US,31.4638,-100.437,101.1,27,0,13.8,clear sky
627,Iguape,BR,-24.7081,-47.5553,65.8,91,5,6.67,clear sky
628,Kindu,CD,-2.95,25.95,72.27,47,100,1.16,overcast clouds
629,Bhalki,IN,18.0333,77.2167,73.33,89,100,15.26,moderate rain
630,Kodinsk,RU,58.6881,99.1844,57.76,77,71,1.19,broken clouds
631,Nagato,JP,34.3833,131.2,77.81,90,96,9.82,overcast clouds
632,Berlevag,NO,70.8578,29.0864,48.2,93,75,16.11,broken clouds
633,Makakilo City,US,21.3469,-158.0858,84.52,63,75,20.71,broken clouds
634,Krasnoarmeysk,RU,51.0239,45.6969,56.48,76,48,7.45,scattered clouds
635,Ilembula,TZ,-8.9,34.5833,54.84,69,1,9.33,clear sky
636,Redmond,US,47.674,-122.1215,72.68,59,88,1.99,overcast clouds
637,Maningrida,AU,-12.0667,134.2667,58.91,53,6,14.2,clear sky
638,Jitra,MY,6.2681,100.4217,75.09,94,20,1.14,few clouds
639,Ankang,CN,32.68,109.0172,73.56,92,0,1.57,clear sky
640,Bembereke,BJ,10.2283,2.6634,72.14,87,77,6.31,light rain
641,Jiwani,PK,25.05,61.7417,84.7,82,100,11.54,overcast clouds
642,Olinda,BR,-8.0089,-34.8553,80.33,74,100,14.97,overcast clouds
643,Sidrolandia,BR,-20.9319,-54.9614,73.62,36,33,5.35,scattered clouds
644,Bad Wildungen,DE,51.1196,9.1248,61.63,80,0,2.55,clear sky
645,Palmas,BR,-10.2128,-48.3603,82.27,44,0,5.75,clear sky
646,Shimoda,JP,34.6667,138.95,73.11,87,100,12.3,light rain
647,Flagstaff,US,35.1981,-111.6513,84.6,29,2,1.99,clear sky
648,Njombe,TZ,-9.3333,34.7667,44.31,94,4,5.3,clear sky
649,Matara,LK,5.9485,80.5353,78.24,86,97,14.43,overcast clouds
650,Umm Lajj,SA,25.0213,37.2685,84.09,63,2,1.63,clear sky
651,Saint-Prosper,CA,46.2117,-70.4811,68.29,62,98,7.67,overcast clouds
652,Taft,IR,31.7471,54.2088,80.55,28,13,11.5,dust
653,Derzhavinsk,KZ,51.1,66.3167,56.66,87,97,17.31,overcast clouds
654,Shelburne,CA,44.0787,-80.2041,75.99,68,97,0.47,overcast clouds
655,Mirnyy,RU,62.5353,113.9611,62.24,59,100,7.0,overcast clouds
656,Yinchuan,CN,38.4681,106.2731,75.4,42,79,9.53,broken clouds
657,Dayong,CN,25.0209,118.2898,77.32,96,99,1.59,overcast clouds
658,Chumikan,RU,54.7183,135.315,68.23,67,2,5.86,clear sky
659,Praia,CV,14.9215,-23.5087,75.74,78,20,14.97,few clouds
660,Svidnik,SK,49.3082,21.5703,69.91,60,96,3.96,overcast clouds
661,Darhan,MN,49.4867,105.9228,58.6,66,100,4.45,overcast clouds
662,Amapa,BR,1.0,-52.0,75.79,84,92,2.51,light rain
663,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.31,85,31,15.59,scattered clouds
664,Fort Nelson,CA,58.8053,-122.7002,72.99,43,75,9.22,broken clouds
665,Voh,NC,-20.9667,164.7,77.27,77,75,6.82,broken clouds
666,Novoagansk,RU,61.9449,76.6625,50.77,66,97,5.61,overcast clouds
667,Palu,ID,-0.8917,119.8707,74.95,92,90,2.57,overcast clouds
668,Yining,CN,29.0361,114.5636,76.41,98,100,2.66,overcast clouds
669,Villazon,BO,-22.0866,-65.5942,51.42,12,57,2.86,broken clouds
670,Kusadak,RS,44.3997,20.8033,71.92,54,11,3.58,few clouds
671,Dong Hoi,VN,17.4833,106.6,83.34,73,100,15.01,light rain
672,Martapura,ID,-3.4167,114.85,71.69,100,73,3.44,broken clouds
673,Berbera,SO,10.4396,45.0143,91.78,37,93,26.44,overcast clouds
674,Mamlyutka,KZ,54.9375,68.5394,53.85,96,100,17.85,light rain
675,Champerico,GT,14.3,-91.9167,86.54,74,92,9.19,overcast clouds
676,Pemba,MZ,-12.974,40.5178,75.9,69,20,10.36,few clouds
677,Abu Samrah,SY,35.3029,37.1841,76.39,45,0,8.52,clear sky
678,Salinas,US,36.6777,-121.6555,84.99,57,100,14.97,overcast clouds
679,Bom Jesus,BR,-9.0744,-44.3586,84.25,36,75,8.16,broken clouds
680,Mokhsogollokh,RU,61.4681,128.9203,73.47,76,45,2.93,scattered clouds
681,Luoyang,CN,34.6836,112.4536,79.52,79,99,3.65,overcast clouds
682,Kandi,BJ,11.1342,2.9386,78.24,71,87,3.96,overcast clouds
683,Spring Valley,US,36.108,-115.245,100.78,8,0,20.71,clear sky
684,Utrecht,NL,52.0,5.25,62.98,73,2,6.2,clear sky
685,Rio Gallegos,AR,-51.6226,-69.2181,28.45,80,0,10.36,clear sky
686,Dandong,CN,40.1292,124.3947,73.81,84,48,1.45,scattered clouds
